case_id,status,score,rejection_reason,depth_eV,min_freq_hz,max_freq_hz,mode_spread_hz,center_offset_m,physical_min_ok,hessian_status,grad_rel_at_r0,mesh_path,case_dir,report_path,stderr_path,stdout_path,error_message,elapsed_s,param_rf_width_um,param_rf_height,paper_verdict,paper_summary,paper_benchmark_key,junction_report_path,junction_score
case_0000,ok,7.194962496309533,,0.6207765047741105,2148914.557862052,2546191.122474031,397276.5646119788,0.0002983324809445049,True,valid,0.17911111186311543,/Users/michaelee408/Documents/trap_sim/runs/paper_hires_ctc/case_0000/mesh.msh,runs/paper_hires_ctc/case_0000,runs/paper_hires_ctc/case_0000/auto_case_0000_sweep.json,runs/paper_hires_ctc/case_0000/run_case.stderr.txt,runs/paper_hires_ctc/case_0000/run_case.stdout.txt,,1163.0306870937347,56.00041010395885,247.00727725743175,worse,trap_height=81.37µm (-1.1% vs paper); strong_freq_min=2.148915MHz (-7.4% vs paper); depth_z=1.448567eV (-37.0% vs paper),paper2_linear_yb171,,
