direction,step,x_mesh,y_mesh,z_mesh,x_m,y_m,z_m,psi_J,psi_eV,psi_meV
fwd,23,0.4354192473426052,0.0006157342167060762,0.08188639793477817,0.0004354192473426052,6.157342167060762e-07,8.188639793477817e-05,1.8572341284409606e-32,0.004184691663448556,4.184691663448556
fwd,24,0.4417089576352444,0.0006157342167060762,0.08188639793477817,0.00044170895763524445,6.157342167060762e-07,8.188639793477817e-05,1.7293672151264168e-32,0.003896583881029415,3.8965838810294153
fwd,25,0.44799866792788373,0.0006157342167060762,0.08188639793477817,0.00044799866792788375,6.157342167060762e-07,8.188639793477817e-05,8.961686068611533e-33,0.0020192334616014403,2.0192334616014405
fwd,26,0.45428837822052304,0.0006157342167060762,0.08188639793477817,0.00045428837822052305,6.157342167060762e-07,8.188639793477817e-05,6.30110278504826e-33,0.001419754886652792,1.419754886652792
fwd,27,0.4605780885131623,0.0006157342167060762,0.08188639793477817,0.0004605780885131623,6.157342167060762e-07,8.188639793477817e-05,4.165714709312445e-33,0.0009386124963683579,0.9386124963683579
fwd,28,0.46686779880580165,0.0006157342167060762,0.08188639793477817,0.00046686779880580166,6.157342167060762e-07,8.188639793477817e-05,9.573386719446881e-33,0.00215706092098727,2.15706092098727
fwd,29,0.4731575090984409,0.0006157342167060762,0.08188639793477817,0.0004731575090984409,6.157342167060762e-07,8.188639793477817e-05,1.2031364622098274e-32,0.00271088875995771,2.71088875995771
fwd,30,0.4794472193910802,0.0006157342167060762,0.08188639793477817,0.0004794472193910802,6.157342167060762e-07,8.188639793477817e-05,1.5126069187136818e-32,0.003408182881136932,3.4081828811369324
fwd,31,0.4857369296837195,0.0006157342167060762,0.08188639793477817,0.0004857369296837195,6.157342167060762e-07,8.188639793477817e-05,1.84985355023629e-32,0.004168061857000598,4.168061857000598
fwd,32,0.49202663997635876,0.0006157342167060762,0.08188639793477817,0.0004920266399763588,6.157342167060762e-07,8.188639793477817e-05,2.4227660205331624e-32,0.005458939512985506,5.458939512985506
fwd,33,0.4983163502689981,0.0006157342167060762,0.08188639793477817,0.0004983163502689981,6.157342167060762e-07,8.188639793477817e-05,3.231344329604315e-32,0.007280815849091691,7.280815849091692
fwd,34,0.5046060605616374,0.0006157342167060762,0.08188639793477817,0.0005046060605616374,6.157342167060762e-07,8.188639793477817e-05,4.4618662691933274e-32,0.010053409149760396,10.053409149760396
fwd,35,0.5108957708542767,0.0006157342167060762,0.08188639793477817,0.0005108957708542767,6.157342167060762e-07,8.188639793477817e-05,5.674027811036644e-32,0.012784633081749392,12.784633081749393
fwd,36,0.517185481146916,0.0006157342167060762,0.08188639793477817,0.000517185481146916,6.157342167060762e-07,8.188639793477817e-05,7.076324584856338e-32,0.015944266823786035,15.944266823786034
fwd,37,0.5234751914395552,0.0006157342167060762,0.08188639793477817,0.0005234751914395552,6.157342167060762e-07,8.188639793477817e-05,8.668756590652421e-32,0.019532310375870356,19.532310375870356
fwd,38,0.5297649017321946,0.0006157342167060762,0.05590545152984368,0.0005297649017321946,6.157342167060762e-07,5.590545152984368e-05,9.744464276919746e-32,0.021956078557865355,21.956078557865354
fwd,39,0.5360546120248338,0.0006157342167060762,0.05590545152984368,0.0005360546120248338,6.157342167060762e-07,5.590545152984368e-05,7.855176089150243e-32,0.01769916317593256,17.69916317593256
fwd,40,0.5423443223174731,0.0006157342167060762,0.05590545152984368,0.0005423443223174731,6.157342167060762e-07,5.590545152984368e-05,8.266902440395338e-32,0.018626858722386768,18.626858722386768
fwd,41,0.5486340326101125,0.0006157342167060762,0.05590545152984368,0.0005486340326101125,6.157342167060762e-07,5.590545152984368e-05,4.3493728127543257e-32,0.00979994060632588,9.79994060632588
fwd,42,0.5549237429027517,0.0006157342167060762,0.05590545152984368,0.0005549237429027517,6.157342167060762e-07,5.590545152984368e-05,5.833336284391621e-32,0.013143584508581564,13.143584508581563
fwd,43,0.561213453195391,0.0006157342167060762,0.05590545152984368,0.000561213453195391,6.157342167060762e-07,5.590545152984368e-05,7.234311348100562e-32,0.01630024019351853,16.300240193518533
fwd,44,0.5675031634880303,0.0006157342167060762,0.05590545152984368,0.0005675031634880303,6.157342167060762e-07,5.590545152984368e-05,1.1490427409877838e-31,0.025890056108294857,25.890056108294857
fwd,45,0.5737928737806697,0.0006157342167060762,0.02992450512490918,0.0005737928737806697,6.157342167060762e-07,2.9924505124909182e-05,1.6233718839636148e-32,0.0036577568145389956,3.6577568145389954
fwd,46,0.5800825840733089,0.0006157342167060762,0.02992450512490918,0.0005800825840733089,6.157342167060762e-07,2.9924505124909182e-05,4.2302916672284514e-32,0.009531628782132588,9.531628782132588
fwd,47,0.5863722943659482,-0.02536521218822842,0.05590545152984368,0.0005863722943659482,-2.5365212188228422e-05,5.590545152984368e-05,1.3477326372861853e-31,0.03036690660290287,30.36690660290287
fwd,48,0.5926620046585875,0.0006157342167060764,0.05590545152984368,0.0005926620046585875,6.157342167060764e-07,5.590545152984368e-05,1.206466963982194e-31,0.027183929958472488,27.183929958472486
fwd,49,0.5989517149512268,0.05257762702657507,0.05590545152984368,0.0005989517149512268,5.257762702657507e-05,5.590545152984368e-05,1.1009643205304203e-31,0.024806760458065808,24.80676045806581
fwd,50,0.605241425243866,0.05257762702657507,0.05590545152984368,0.000605241425243866,5.257762702657507e-05,5.590545152984368e-05,8.389958803656044e-32,0.01890412744666099,18.90412744666099
fwd,51,0.6115311355365054,-0.05134615859316292,0.05590545152984368,0.0006115311355365054,-5.134615859316292e-05,5.590545152984368e-05,1.210794304977246e-31,0.027281432946973425,27.281432946973425
fwd,52,0.6178208458291446,0.0006157342167060764,0.05590545152984368,0.0006178208458291446,6.157342167060764e-07,5.590545152984368e-05,1.2291191119273145e-31,0.027694324707381833,27.69432470738183
fwd,53,0.6241105561217839,0.0006157342167060764,0.05590545152984368,0.0006241105561217839,6.157342167060764e-07,5.590545152984368e-05,1.2104930945638548e-31,0.027274646119795527,27.274646119795527
fwd,54,0.6304002664144233,0.0006157342167060764,0.05590545152984368,0.0006304002664144233,6.157342167060764e-07,5.590545152984368e-05,1.2117214956712957e-31,0.027302324266535134,27.302324266535134
fwd,55,0.6366899767070626,0.0006157342167060764,0.05590545152984368,0.0006366899767070626,6.157342167060764e-07,5.590545152984368e-05,1.2328043152496382e-31,0.027777359147600662,27.777359147600663
fwd,56,0.6429796869997019,0.0006157342167060764,0.05590545152984368,0.0006429796869997019,6.157342167060764e-07,5.590545152984368e-05,1.2737415532988806e-31,0.028699750762992086,28.699750762992085
fwd,57,0.6492693972923411,0.0006157342167060764,0.05590545152984368,0.0006492693972923411,6.157342167060764e-07,5.590545152984368e-05,8.844953742694722e-32,0.01992931511640554,19.92931511640554
fwd,58,0.6555591075849805,0.0006157342167060764,0.05590545152984368,0.0006555591075849805,6.157342167060764e-07,5.590545152984368e-05,4.8261402881778137e-32,0.010874185823584985,10.874185823584984
fwd,59,0.6618488178776197,0.0006157342167060764,0.05590545152984368,0.0006618488178776197,6.157342167060764e-07,5.590545152984368e-05,5.680144840505508e-32,0.012798415879422246,12.798415879422246
bwd,0,0.285133290804845,0.0006157342167060762,0.08188639793477817,0.000285133290804845,6.157342167060762e-07,8.188639793477817e-05,9.639912639760616e-34,0.00021720504400725036,0.21720504400725035
bwd,1,0.2795106709977887,0.0006157342167060762,0.08188639793477817,0.0002795106709977887,6.157342167060762e-07,8.188639793477817e-05,2.434650206675971e-33,0.000548571678027621,0.548571678027621
bwd,2,0.27388805119073234,0.0006157342167060762,0.08188639793477817,0.00027388805119073233,6.157342167060762e-07,8.188639793477817e-05,2.522923234493229e-33,0.0005684612222674917,0.5684612222674916
bwd,3,0.26826543138367603,0.0006157342167060762,0.08188639793477817,0.000268265431383676,6.157342167060762e-07,8.188639793477817e-05,2.6423277295822123e-33,0.0005953652613181092,0.5953652613181092
bwd,4,0.2626428115766197,0.0006157342167060762,0.08188639793477817,0.00026264281157661965,6.157342167060762e-07,8.188639793477817e-05,3.070695220587908e-33,0.0006918843722397182,0.6918843722397182
bwd,5,0.25702019176956337,0.0006157342167060762,0.08188639793477817,0.0002570201917695634,6.157342167060762e-07,8.188639793477817e-05,2.595005386545168e-33,0.0005847026630291037,0.5847026630291037
bwd,6,0.251397571962507,0.0006157342167060762,0.08188639793477817,0.000251397571962507,6.157342167060762e-07,8.188639793477817e-05,2.7563386128315113e-33,0.0006210540199603084,0.6210540199603084
bwd,7,0.24577495215545064,0.0006157342167060762,0.08188639793477817,0.00024577495215545066,6.157342167060762e-07,8.188639793477817e-05,2.388302075719731e-33,0.0005381285877215103,0.5381285877215103
bwd,8,0.2401523323483943,0.0006157342167060762,0.08188639793477817,0.00024015233234839432,6.157342167060762e-07,8.188639793477817e-05,2.0658538254868844e-33,0.00046547503887811993,0.4654750388781199
bwd,9,0.23452971254133798,0.0006157342167060762,0.08188639793477817,0.00023452971254133798,6.157342167060762e-07,8.188639793477817e-05,1.1116921051554452e-33,0.000250484772680261,0.25048477268026104
bwd,10,0.22890709273428164,0.0006157342167060762,0.08188639793477817,0.00022890709273428163,6.157342167060762e-07,8.188639793477817e-05,1.2452920917660096e-33,0.00028058731826913506,0.2805873182691351
